SPECIESID,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year
Fis-22726,LC,NA,Unknown,2014
Fis-22727,LC,NA,Unknown,2016
Fis-22729,NA,NA,NA,NA
Fis-22728,LC,NA,Unknown,2015
Fis-22730,NA,NA,NA,NA
Fis-22732,LC,NA,Unknown,2014
Fis-22710,LC,NA,Increasing,2014
Fis-29267,NA,NA,NA,NA
Fis-29269,DD,NA,Unknown,2014
Fis-22712,NA,NA,NA,NA
Fis-22714,LC,NA,Unknown,2015
Fis-22713,LC,NA,Unknown,2010
Fis-29297,DD,NA,Unknown,2015
Fis-22715,LC,NA,Unknown,2015
Fis-29300,LC,NA,Unknown,2015
Fis-22717,LC,NA,Unknown,2015
Fis-22731,LC,NA,Stable,2011
Fis-29304,LC,NA,Stable,2014
Fis-22741,LC,NA,Unknown,2014
Fis-22742,LC,NA,Unknown,2010
Fis-22743,LC,NA,Unknown,2015
Fis-22745,LC,NA,Unknown,2015
Fis-22746,LC,NA,Unknown,2015
Fis-22749,NA,NA,NA,NA
Fis-22750,LC,NA,Stable,2010
Fis-22769,LC,NA,Stable,2010
Fis-22751,LC,NA,Stable,2014
Fis-22752,LC,NA,Stable,2010
Fis-29361,NA,NA,NA,NA
Fis-22755,LC,NA,Unknown,2008
Fis-22763,LC,NA,Unknown,2015
Fis-62865,NA,NA,NA,NA
Fis-22756,LC,NA,Decreasing,2015
Fis-22757,LC,NA,Stable,2014
Fis-22760,NA,NA,NA,NA
Fis-29394,VU,A1bd,NA,1996
Fis-22744,LC,NA,Stable,2015
Fis-29403,LC,NA,Stable,2015
Fis-29404,LC,NA,Stable,2015
Fis-22761,LC,NA,Stable,2014
Fis-22762,LC,NA,Unknown,2014
Fis-22764,LC,NA,Unknown,2015
Fis-22766,LC,NA,Unknown,2011
Fis-22765,NA,NA,NA,NA
Fis-22748,LC,NA,Unknown,2017
Fis-22737,LC,NA,Unknown,2016
Fis-29276,LC,NA,Unknown,2016
Fis-29278,LC,NA,Unknown,2016
Fis-22219,LC,NA,Unknown,2010
Fis-29288,LC,NA,Unknown,2015
Fis-29375,LC,NA,Unknown,2016
Fis-22768,VU,A2bd+3d+4bd,Decreasing,2006
Fis-22747,VU,A2ad+3d,Decreasing,2009
Fis-29265,LC,NA,Stable,2011
Fis-22736,LC,NA,Stable,2015
Fis-22738,LC,NA,Stable,2011
Fis-22739,LC,NA,Stable,2011
Fis-22754,LC,NA,Unknown,2011
Fis-22758,LC,NA,Unknown,2011
Fis-22759,LC,NA,Stable,2011
Fis-29391,LC,NA,Stable,2011
Fis-22773,LC,NA,Unknown,2015
Fis-21661,LC,NA,Unknown,2011
Fis-21662,LC,NA,Unknown,2011
Fis-22776,LC,NA,Unknown,2011
Fis-22805,LC,NA,Stable,2011
Fis-22812,DD,NA,Unknown,2011
Fis-29499,DD,NA,Unknown,2011
Fis-22813,DD,NA,Unknown,2011
Fis-22815,LC,NA,Unknown,2011
Fis-22817,LC,NA,Unknown,2011
Fis-22818,LC,NA,Stable,2011
Fis-29506,LC,NA,Stable,2011
Fis-29507,LC,NA,Stable,2011
Fis-29508,LC,NA,Decreasing,2011
Fis-29509,LC,NA,Decreasing,2011
Fis-22819,LC,NA,Stable,2011
Fis-22820,NT,NA,Decreasing,2011
Fis-22821,VU,A4cd,Decreasing,2011
Fis-22822,DD,NA,Unknown,2011
Fis-22823,LC,NA,Unknown,2011
Fis-22824,LC,NA,Unknown,2011
Fis-22825,LC,NA,Unknown,2011
Fis-3059,NA,NA,NA,NA
Fis-29510,NT,NA,Decreasing,2011
Fis-22826,DD,NA,Unknown,2011
Fis-29511,DD,NA,Unknown,2011
Fis-29512,LC,NA,Unknown,2011
Fis-22827,LC,NA,Unknown,2011
Fis-22828,LC,NA,Unknown,2011
Fis-29513,LC,NA,Stable,2011
Fis-22829,DD,NA,Unknown,2011
Fis-22831,NT,NA,Unknown,2006
Fis-29532,VU,A2bd+3bd,Decreasing,2016
Fis-22814,NA,NA,NA,NA
Fis-22830,LC,NA,Unknown,2011
Fis-22834,LC,NA,Stable,2011
Fis-22835,CR,A2bd,Decreasing,2011
Fis-22838,DD,NA,Unknown,2011
Fis-46990,NA,NA,NA,NA
Fis-22779,LC,NA,Unknown,2010
Fis-22780,LC,NA,Unknown,2010
Fis-22781,DD,NA,Decreasing,2016
Fis-22782,LC,NA,Unknown,2010
Fis-22783,LC,NA,Unknown,2016
Fis-23235,LC,NA,Unknown,2015
Fis-22784,NA,NA,NA,NA
Fis-22785,LC,NA,Unknown,2016
Fis-29439,LC,NA,Unknown,2016
Fis-22786,NA,NA,NA,NA
Fis-22787,LC,NA,Unknown,2016
Fis-22788,NA,NA,NA,NA
Fis-22790,LC,NA,Stable,2016
Fis-22772,LC,NA,Stable,2006
Fis-22791,LC,NA,Decreasing,2010
Fis-29441,LC,NA,Unknown,2010
Fis-22792,LC,NA,Unknown,2010
Fis-22220,NA,NA,NA,NA
Fis-22793,LC,NA,Unknown,2016
Fis-22794,LC,NA,Unknown,2016
Fis-29369,LC,NA,Stable,2012
Fis-53903,LC,NA,Unknown,2016
Fis-22796,NA,NA,NA,NA
Fis-22797,LC,NA,Decreasing,2016
Fis-29442,LC,NA,Unknown,2016
Fis-22798,NT,NA,Decreasing,2016
Fis-21518,LC,NA,Unknown,2016
Fis-22800,LC,NA,Unknown,2010
Fis-22801,LC,NA,Unknown,2016
Fis-22802,LC,NA,Decreasing,2016
Fis-29444,LC,NA,Unknown,2016
Fis-22803,LC,NA,Unknown,2016
Fis-22804,DD,NA,Decreasing,2016
Fis-29467,LC,NA,Unknown,2016
Fis-29468,LC,NA,Unknown,2016
Fis-47262,LC,NA,Unknown,2016
Fis-21658,NA,NA,NA,NA
Fis-22810,LC,NA,Unknown,2015
Fis-22811,LC,NA,Unknown,2016
Fis-22936,LC,NA,Unknown,2016
Fis-22937,LC,NA,Unknown,2016
Fis-29487,LC,NA,Unknown,2016
Fis-22849,LC,NA,Stable,2014
Fis-22952,LC,NA,Stable,2014
Fis-22221,LC,NA,Unknown,2010
Fis-22938,LC,NA,Unknown,2015
Fis-22851,LC,NA,Stable,2015
Fis-22939,LC,NA,Unknown,2016
Fis-22940,LC,NA,Unknown,2016
Fis-29488,LC,NA,Unknown,2016
Fis-22941,LC,NA,Unknown,2016
Fis-22944,LC,NA,Unknown,2016
Fis-22946,VU,A2bd,Decreasing,2016
Fis-22959,LC,NA,Unknown,2016
Fis-22960,LC,NA,Unknown,2016
Fis-22899,NA,NA,NA,NA
Fis-29562,LC,NA,Stable,2011
Fis-8203,DD,NA,Unknown,2011
Fis-29312,NA,NA,NA,NA
Fis-22902,DD,NA,Unknown,2016
Fis-22841,NT,NA,Decreasing,2012
Fis-29498,DD,NA,Unknown,2012
Fis-29264,DD,NA,Unknown,2015
Fis-52418,VU,D2,Unknown,2008
Fis-29501,LR/lc,NA,NA,1996
Fis-21630,LC,NA,Unknown,2011
Fis-22919,NA,NA,NA,NA
Fis-22915,NA,NA,NA,NA
Fis-22916,NA,NA,NA,NA
Fis-22918,NA,NA,NA,NA
Fis-22920,LC,NA,Stable,2011
Fis-22921,NA,NA,NA,NA
Fis-22917,NA,NA,NA,NA
Fis-22950,NA,NA,NA,NA
Fis-153593,NA,NA,NA,NA
Fis-22953,NA,NA,NA,NA
Fis-60263,NA,NA,NA,NA
Fis-22900,NA,NA,NA,NA
Fis-22922,LC,NA,Unknown,2013
Fis-22880,NA,NA,NA,NA
Fis-22963,LC,NA,Unknown,2013
Fis-22887,LC,NA,Unknown,2015
Fis-22878,NA,NA,NA,NA
Fis-146035,LC,NA,Unknown,2016
Fis-22893,LC,NA,Unknown,2016
Fis-22896,LC,NA,Unknown,2016
Fis-22894,LC,NA,Unknown,2016
Fis-22895,LC,NA,Unknown,2016
Fis-22842,LC,NA,Unknown,2010
Fis-22844,LC,NA,Unknown,2010
Fis-29396,NA,NA,NA,NA
Fis-29274,EN,A2bc,Decreasing,2014
Fis-22845,EN,A2bd,Decreasing,2017
Fis-29273,NA,NA,NA,NA
Fis-22912,NA,NA,NA,NA
Fis-121247,NA,NA,NA,NA
Fis-22867,LC,NA,Unknown,2015
Fis-22866,LC,NA,Increasing,2015
Fis-22848,NA,NA,NA,NA
Fis-22864,NA,NA,NA,NA
Fis-22948,NA,NA,NA,NA
Fis-29393,NA,NA,NA,NA
Fis-29395,NA,NA,NA,NA
Fis-22972,NA,NA,NA,NA
Fis-22973,NA,NA,NA,NA
Fis-22874,NA,NA,NA,NA
Fis-22909,LC,NA,Stable,2013
Fis-22964,NA,NA,NA,NA
Fis-22850,NA,NA,NA,NA
Fis-29452,NA,NA,NA,NA
Fis-29451,EN,A2bd,Decreasing,2015
Fis-22905,NA,NA,NA,NA
Fis-22906,NT,NA,Unknown,2015
Fis-29449,NA,NA,NA,NA
Fis-22908,LC,NA,Unknown,2010
Fis-29450,LC,NA,Unknown,2015
Fis-29446,NA,NA,NA,NA
Fis-29445,NA,NA,NA,NA
Fis-29359,CR,A4bd,Unknown,2015
Fis-22897,LC,NA,Unknown,2010
Fis-29419,NA,NA,NA,NA
Fis-22974,LC,NA,Stable,2015
Fis-22904,LC,NA,Stable,2015
Fis-22876,NA,NA,NA,NA
Fis-22877,NT,NA,Unknown,2015
Fis-22929,VU,A2bd,Decreasing,2015
Fis-22857,LC,NA,Unknown,2015
Fis-22888,NA,NA,NA,NA
Fis-22932,DD,NA,Unknown,2003
Fis-22933,NA,NA,NA,NA
Fis-22840,DD,NA,Unknown,2010
Fis-22926,DD,NA,Unknown,2010
Fis-22911,LC,NA,Unknown,2013
Fis-22910,LC,NA,Stable,2013
Fis-29483,LC,NA,Unknown,2016
Fis-22961,LC,NA,Stable,2015
Fis-22858,LC,NA,Stable,2015
Fis-29435,EN,A2bd,Decreasing,2015
Fis-22886,NA,NA,NA,NA
Fis-22969,NT,NA,Decreasing,2018
Fis-29573,DD,NA,Unknown,2010
Fis-22214,LC,NA,Stable,2015
Fis-22967,LC,NA,Unknown,2016
Fis-29574,LC,NA,Stable,2015
Fis-22968,LC,NA,Stable,2018
Fis-22872,LC,NA,Decreasing,2010
Fis-22853,LC,NA,Stable,2012
Fis-22957,LC,NA,Stable,2015
Fis-22956,LC,NA,Stable,2015
Fis-22966,LC,NA,Unknown,2015
Fis-29523,LC,NA,Stable,2015
Fis-22901,LC,NA,Unknown,2016
Fis-22861,LC,NA,Stable,2015
Fis-22927,NA,NA,NA,NA
Fis-22954,LC,NA,Stable,2015
Fis-22955,LC,NA,Unknown,2016
Fis-22903,NA,NA,NA,NA
Fis-22847,NA,NA,NA,NA
Fis-22873,LC,NA,Unknown,2015
Fis-59418,NA,NA,NA,NA
Fis-22913,VU,A2bd,Decreasing,2010
Fis-22885,LC,NA,Unknown,2010
Fis-22931,DD,NA,Unknown,2015
Fis-22934,LC,NA,Stable,2012
Fis-23040,NT,NA,Unknown,2015
Fis-23096,LC,NA,Unknown,2015
Fis-23248,NA,NA,NA,NA
Fis-23098,LC,NA,Increasing,2015
Fis-23099,NA,NA,NA,NA
Fis-23100,NA,NA,NA,NA
Fis-23190,LC,NA,Unknown,2015
Fis-23187,LC,NA,Unknown,2015
Fis-23189,LC,NA,Stable,2015
Fis-23188,LC,NA,Unknown,2015
Fis-47571,LC,NA,Stable,2015
Fis-29575,NA,NA,NA,NA
Fis-14259,NA,NA,NA,NA
Fis-23183,LC,NA,Decreasing,2015
Fis-23017,LC,NA,Unknown,2015
Fis-23016,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",Unknown,2007
Fis-23031,VU,A2bd,Decreasing,2015
Fis-23135,NT,NA,Decreasing,2010
Fis-23210,LC,NA,Unknown,2010
Fis-23219,LC,NA,Decreasing,2015
Fis-23120,NT,NA,Decreasing,2018
Fis-21640,NA,NA,NA,NA
Fis-29428,LC,NA,Unknown,2015
Fis-23228,EN,A2bd,Decreasing,2015
Fis-23227,LC,NA,Unknown,2015
Fis-21653,NA,NA,NA,NA
Fis-29463,LC,NA,Unknown,2014
Fis-23109,LC,NA,Unknown,2014
Fis-23108,VU,A2bd,Unknown,2014
Fis-29364,NT,NA,Unknown,2014
Fis-23013,LC,NA,Stable,2014
Fis-23015,LC,NA,Stable,2014
Fis-23018,NT,NA,Increasing,2014
Fis-23091,DD,NA,Unknown,2014
Fis-23093,LC,NA,Unknown,2014
Fis-23217,EN,A2bd,Decreasing,2014
Fis-23234,LC,NA,Stable,2014
Fis-23238,VU,A2bd,Decreasing,2014
Fis-23283,NT,NA,Decreasing,2014
Fis-29492,VU,A2ad,Decreasing,2015
Fis-23112,NA,NA,NA,NA
Fis-29366,LC,NA,Unknown,2015
Fis-23170,LC,NA,Stable,2014
Fis-23293,VU,A2bd,Decreasing,2010
Fis-137737,NA,NA,NA,NA
Fis-23014,NA,NA,NA,NA
Fis-23211,LC,NA,Decreasing,2010
Fis-21466,NA,NA,NA,NA
Fis-23115,NA,NA,NA,NA
Fis-29365,NA,NA,NA,NA
Fis-29456,NA,NA,NA,NA
Fis-164093,LC,NA,Stable,2010
Fis-23090,NA,NA,NA,NA
Fis-29335,NA,NA,NA,NA
Fis-29489,NA,NA,NA,NA
Fis-29337,NA,NA,NA,NA
Fis-29336,NA,NA,NA,NA
Fis-29334,NA,NA,NA,NA
Fis-23316,NA,NA,NA,NA
Fis-62945,NA,NA,NA,NA
Fis-23313,NA,NA,NA,NA
Fis-23136,NA,NA,NA,NA
Fis-46972,NA,NA,NA,NA
Fis-23137,NA,NA,NA,NA
Fis-23041,LC,NA,Unknown,2015
Fis-29268,NA,NA,NA,NA
Fis-29420,DD,NA,Unknown,2016
Fis-23309,NA,NA,NA,NA
Fis-23310,NA,NA,NA,NA
Fis-23209,NA,NA,NA,NA
Fis-23216,NA,NA,NA,NA
Fis-23215,LC,NA,Unknown,2010
Fis-23160,NA,NA,NA,NA
Fis-23224,LC,NA,Unknown,2010
Fis-149739,NA,NA,NA,NA
Fis-23264,NA,NA,NA,NA
Fis-23265,NA,NA,NA,NA
Fis-23262,NA,NA,NA,NA
Fis-29522,LC,NA,Unknown,2010
Fis-23263,LC,NA,Unknown,2018
Fis-23092,LC,NA,Unknown,2010
Fis-23236,NA,NA,NA,NA
Fis-29457,NA,NA,NA,NA
Fis-29480,NA,NA,NA,NA
Fis-22996,NA,NA,NA,NA
Fis-23225,NA,NA,NA,NA
Fis-29418,NA,NA,NA,NA
Fis-23237,NA,NA,NA,NA
Fis-23030,NA,NA,NA,NA
Fis-29299,NA,NA,NA,NA
Fis-29417,NA,NA,NA,NA
Fis-11256,NA,NA,NA,NA
Fis-16989,NA,NA,NA,NA
Fis-26638,NA,NA,NA,NA
Fis-12375,NA,NA,NA,NA
Fis-23272,DD,NA,Stable,2015
Fis-8265,LC,NA,Unknown,2010
Fis-23034,DD,NA,Decreasing,2010
Fis-23035,NA,NA,NA,NA
Fis-23250,NA,NA,NA,NA
Fis-23249,NA,NA,NA,NA
Fis-23284,NA,NA,NA,NA
Fis-29432,NA,NA,NA,NA
Fis-22987,LC,NA,Unknown,2015
Fis-22989,LC,NA,Unknown,2015
Fis-22990,LC,NA,Unknown,2010
Fis-29272,LC,NA,Unknown,2010
Fis-22994,LC,NA,Unknown,2015
Fis-22995,LC,NA,Unknown,2010
Fis-22983,LC,NA,Stable,2013
Fis-23088,LC,NA,Unknown,2015
Fis-23089,LC,NA,Stable,2010
Fis-23180,LC,NA,Unknown,2015
Fis-23181,LC,NA,Unknown,2010
Fis-23116,NA,NA,NA,NA
Fis-23117,LC,NA,Unknown,2017
Fis-29371,LC,NA,Unknown,2017
Fis-29550,LC,NA,Unknown,2017
Fis-29551,LC,NA,Unknown,2017
Fis-22421,LC,NA,Unknown,2017
Fis-23286,LC,NA,Unknown,2017
Fis-62520,LC,NA,Unknown,2018
Fis-29553,LC,NA,Unknown,2017
Fis-23287,LC,NA,Unknown,2017
Fis-23288,LC,NA,Unknown,2017
Fis-29554,LC,NA,Unknown,2017
Fis-29425,LC,NA,Unknown,2010
Fis-29559,DD,NA,Unknown,2017
Fis-23295,LC,NA,Unknown,2017
Fis-23296,LC,NA,Unknown,2017
Fis-23298,LC,NA,Unknown,2017
Fis-23299,DD,NA,Unknown,2017
Fis-23300,LC,NA,Unknown,2018
Fis-23302,DD,NA,Unknown,2018
Fis-23303,LC,NA,Unknown,2010
Fis-23304,DD,NA,Unknown,2018
Fis-23306,LC,NA,Unknown,2017
Fis-23308,LC,NA,Unknown,2018
Fis-23268,DD,NA,Unknown,2018
Fis-23270,LC,NA,Unknown,2017
Fis-23271,DD,NA,Unknown,2017
Fis-23165,LC,NA,Unknown,2015
Fis-23166,LC,NA,Stable,2015
Fis-29348,LC,NA,Stable,2018
Fis-29352,EN,A2bd,Decreasing,2018
Fis-29353,LC,NA,Unknown,2010
Fis-29338,LC,NA,Unknown,2016
Fis-23149,NT,NA,Unknown,2003
Fis-23157,NT,NA,Unknown,2009
Fis-29416,DD,NA,Unknown,2009
Fis-121460,NA,NA,NA,NA
Fis-23113,DD,NA,Unknown,2003
Fis-29367,DD,NA,Unknown,2018
Fis-23171,LC,NA,Unknown,2011
Fis-29262,DD,NA,Unknown,2004
Fis-23173,DD,NA,Unknown,2015
Fis-29275,NA,NA,NA,NA
Fis-23075,NA,NA,NA,NA
Fis-29319,EN,A2bd,Decreasing,2013
Fis-29320,VU,A2bd+4bd,Unknown,2009
Fis-29321,DD,NA,Unknown,2013
Fis-23076,VU,A2bd+3bd+4bd,Decreasing,2003
Fis-23077,DD,NA,Unknown,2003
Fis-23078,LC,NA,Unknown,2009
Fis-29325,LC,NA,Unknown,2018
Fis-29326,DD,NA,Unknown,2004
Fis-29328,NT,NA,Unknown,2003
Fis-23074,NA,NA,NA,NA
Fis-61506,VU,A2d,Unknown,2018
Fis-23080,NA,NA,NA,NA
Fis-29340,DD,NA,Unknown,2009
Fis-23101,VU,A2bd+3d,Decreasing,2018
Fis-23103,LC,NA,Unknown,2003
Fis-23104,LC,NA,Unknown,2009
Fis-23105,NT,NA,Unknown,2009
Fis-29377,DD,NA,Unknown,2015
Fis-29378,DD,NA,Unknown,2006
Fis-29380,LC,NA,Unknown,2007
Fis-23121,LC,NA,Unknown,2018
Fis-23122,LC,NA,Unknown,2006
Fis-29381,LC,NA,Unknown,2018
Fis-29382,DD,NA,Unknown,2006
Fis-29383,DD,NA,Unknown,2006
Fis-23123,LC,NA,Unknown,2009
Fis-29384,LC,NA,Unknown,2006
Fis-29385,LC,NA,Unknown,2006
Fis-23124,LC,NA,Unknown,2009
Fis-29387,LC,NA,Unknown,2006
Fis-23174,LC,NA,Unknown,2015
Fis-23127,LC,NA,Unknown,2015
Fis-12972,LC,NA,Increasing,2014
Fis-23161,LC,NA,Unknown,2018
Fis-29421,LC,NA,Unknown,2015
Fis-29521,DD,NA,Unknown,2009
Fis-61628,DD,NA,Unknown,2006
Fis-23260,DD,NA,Unknown,2009
Fis-29531,LC,NA,Unknown,2006
Fis-23177,LC,NA,Stable,2014
Fis-23278,DD,NA,Unknown,2006
Fis-51856,DD,NA,Unknown,2009
Fis-29533,DD,NA,Unknown,2006
Fis-29534,DD,NA,Unknown,2009
Fis-23280,DD,NA,Unknown,2003
Fis-29536,DD,NA,Unknown,2009
Fis-23204,NT,NA,Unknown,2018
Fis-29433,LC,NA,Unknown,2015
Fis-23205,VU,A2bcd+4bd,Unknown,2007
Fis-29481,NT,NA,Unknown,2004
Fis-23223,LC,NA,Stable,2016
Fis-29484,DD,NA,Unknown,2009
Fis-29485,LC,NA,Stable,2016
Fis-29486,DD,NA,Unknown,2006
Fis-29538,CR,A2bcd+3cd+4cd,Decreasing,2007
Fis-29539,DD,NA,Unknown,2004
Fis-23281,EN,A2b,Decreasing,2006
Fis-29540,LC,NA,Stable,2016
Fis-29541,NT,NA,Decreasing,2016
Fis-29544,VU,A2d+4d,Unknown,2009
Fis-29545,VU,A2d+4d,Unknown,2009
Fis-29546,CR,A2bcd+3cd+4bcd,Decreasing,2007
Fis-23282,CR,A2bcd+3d,Decreasing,2015
Fis-29547,LC,NA,Stable,2016
Fis-23150,DD,NA,Unknown,2015
Fis-23151,LC,NA,Unknown,2016
Fis-23152,LC,NA,Stable,2009
Fis-29414,DD,NA,Unknown,2006
Fis-23153,LC,NA,Stable,2015
Fis-23155,DD,NA,Unknown,2004
Fis-23156,LC,NA,Unknown,2003
Fis-29388,VU,A2ab+3d,Unknown,2009
Fis-23198,VU,A2bd,Decreasing,2016
Fis-23199,DD,NA,Unknown,2009
Fis-23071,VU,A2cd+3cd,Unknown,2009
Fis-58485,VU,A2abd+3bd+4abd,Decreasing,2009
Fis-29423,VU,A2bd+3d+4bd,Decreasing,2006
Fis-23185,NA,NA,NA,NA
Fis-29426,LC,NA,Stable,2009
Fis-23126,LC,NA,Unknown,2015
Fis-29458,DD,NA,Unknown,2009
Fis-23201,LC,NA,Unknown,2015
Fis-23202,LC,NA,Unknown,2015
Fis-29459,LC,NA,Unknown,2015
Fis-23292,LC,NA,Unknown,2015
Fis-22998,DD,NA,Unknown,2015
Fis-29281,DD,NA,Unknown,2015
Fis-23002,DD,NA,Unknown,2007
Fis-29282,LC,NA,Unknown,2015
Fis-23003,DD,NA,Unknown,2004
Fis-23005,LC,NA,Unknown,2004
Fis-29285,DD,NA,Unknown,2004
Fis-23006,LC,NA,Unknown,2015
Fis-29286,DD,NA,Unknown,2007
Fis-23008,LC,NA,Unknown,2004
Fis-29454,LC,NA,Stable,2017
Fis-23028,LC,NA,Stable,2015
Fis-23029,LC,NA,Unknown,2016
Fis-153573,NA,NA,NA,NA
Fis-23178,LC,NA,Unknown,2016
Fis-29332,DD,NA,Unknown,2011
Fis-23081,LC,NA,Stable,2018
Fis-23082,LC,NA,Stable,2016
Fis-23085,LC,NA,Unknown,2015
Fis-23130,LC,NA,Unknown,2009
Fis-6652,LC,NA,Unknown,2016
Fis-23132,LC,NA,Unknown,2009
Fis-29397,LC,NA,Stable,2009
Fis-23133,LC,NA,Stable,2015
Fis-29400,LC,NA,Stable,2004
Fis-29406,VU,A2d,Decreasing,2017
Fis-23141,DD,NA,Unknown,2009
Fis-23144,DD,NA,Unknown,2004
Fis-23146,NT,NA,Unknown,2009
Fis-29411,VU,B2ab(iii),Unknown,2009
Fis-23158,EN,A2abcd+3bcd+4abcd,Decreasing,2009
Fis-23159,LC,NA,Increasing,2009
Fis-23213,LC,NA,Unknown,2015
Fis-23220,NT,NA,Unknown,2009
Fis-23221,DD,NA,Unknown,2009
Fis-23246,DD,NA,Unknown,2009
Fis-23247,DD,NA,Unknown,2004
Fis-29503,LC,NA,Unknown,2009
Fis-23196,LC,NA,Stable,2014
Fis-29516,LC,NA,Unknown,2009
Fis-23251,LC,NA,Stable,2009
Fis-23252,NT,NA,Unknown,2004
Fis-29517,DD,NA,Unknown,2006
Fis-23253,DD,NA,Unknown,2009
Fis-23254,DD,NA,Unknown,2004
Fis-23197,LC,NA,Unknown,2014
Fis-29518,DD,NA,Unknown,2004
Fis-23255,LC,NA,Increasing,2006
Fis-23256,NT,NA,Unknown,2009
Fis-29520,LC,NA,Unknown,2009
Fis-23043,NT,NA,Decreasing,2009
Fis-23044,VU,A2bd,Decreasing,2016
Fis-23045,DD,NA,Unknown,2009
Fis-23046,NT,NA,Unknown,2009
Fis-23047,NT,NA,Unknown,2009
Fis-23048,DD,NA,Unknown,2009
Fis-23050,NT,NA,Unknown,2003
Fis-23051,NT,NA,Unknown,2009
Fis-23052,DD,NA,Unknown,2003
Fis-23053,NT,NA,Decreasing,2003
Fis-23054,VU,A2bd,Decreasing,2017
Fis-23055,LC,NA,Stable,2003
Fis-23056,NT,NA,Unknown,2003
Fis-23057,CR,A2acd; C2a(i),Unknown,2003
Fis-23058,LC,NA,Unknown,2009
Fis-23059,NT,NA,Unknown,2009
Fis-23060,NT,NA,Unknown,2009
Fis-23061,VU,A2ad+3d+4ad,Decreasing,2015
Fis-23062,NT,NA,Unknown,2003
Fis-23063,NT,NA,Decreasing,2009
Fis-23064,VU,A2bd,Decreasing,2009
Fis-49770,NA,NA,NA,NA
Fis-23066,VU,A2bd+4bd,Decreasing,2009
Fis-23067,DD,NA,Unknown,2006
Fis-23068,NT,NA,Unknown,2003
Fis-23069,VU,A2abd+3bd+4abd,Decreasing,2006
Fis-23070,NT,NA,Unknown,2009
Fis-23129,NT,NA,Unknown,2009
Fis-23138,CR,A2cde; C2b,Decreasing,2007
Fis-23206,LC,NA,Unknown,2014
Fis-23207,NT,NA,Decreasing,2014
Fis-23162,CR,A2ad+3d+4ad,Decreasing,2006
Fis-23208,LC,NA,Unknown,2014
Fis-29436,LC,NA,Unknown,2003
Fis-23191,DD,NA,Unknown,2009
Fis-23193,VU,A2abcd+3bcd+4abcd,Decreasing,2003
Fis-23194,NT,NA,Unknown,2015
Fis-23222,NT,NA,Unknown,2009
Fis-23239,LC,NA,Unknown,2003
Fis-23240,DD,NA,Unknown,2004
Fis-23241,DD,NA,Unknown,2009
Fis-29500,LC,NA,Unknown,2003
Fis-23242,LC,NA,Stable,2006
Fis-23243,LC,NA,Unknown,2003
Fis-23244,LC,NA,Unknown,2009
Fis-29505,NT,NA,Unknown,2009
Fis-23311,NT,NA,Unknown,2009
Fis-23128,EN,A2d+3d,Decreasing,2016
Fis-29528,NT,NA,Unknown,2004
Fis-29529,NA,NA,NA,NA
Fis-23273,EN,A2bd+4bd,Unknown,2009
Fis-23274,EN,A2bd+4bd,Decreasing,2007
Fis-23275,LC,NA,Stable,2016
Fis-23277,VU,A2bd+3bd+4bd,Decreasing,2009
Fis-29305,LC,NA,Unknown,2010
Fis-23042,LC,NA,Stable,2016
Fis-29306,LC,NA,Unknown,2016
Fis-29307,NA,NA,NA,NA
Fis-29308,NA,NA,NA,NA
Fis-29309,LC,NA,Unknown,2016
Fis-29310,NA,NA,NA,NA
Fis-22980,LC,NA,Unknown,2015
Fis-29311,LC,NA,Unknown,2016
Fis-23111,LC,NA,Unknown,2016
Fis-23140,LC,NA,Unknown,2016
Fis-22982,LC,NA,Unknown,2010
Fis-23230,LC,NA,Unknown,2016
Fis-23231,LC,NA,Unknown,2016
Fis-29494,LC,NA,Unknown,2016
Fis-29495,LC,NA,Stable,2016
Fis-23232,LC,NA,Unknown,2016
Fis-29496,NA,NA,NA,NA
Fis-29497,LC,NA,Unknown,2016
Fis-23233,LC,NA,Unknown,2016
Fis-23102,NA,NA,NA,NA
Fis-23032,NA,NA,NA,NA
Fis-29260,LC,NA,Stable,2012
Fis-22976,LC,NA,Stable,2012
Fis-29261,LC,NA,Stable,2012
Fis-204,LC,NA,Stable,2015
Fis-939,LC,NA,Unknown,2015
Fis-21594,DD,NA,Unknown,2010
Fis-156172,LC,NA,Unknown,2015
Fis-165019,VU,A2bd,Decreasing,2015
Fis-159662,LC,NA,Unknown,2015
Fis-159842,NA,NA,NA,NA
Fis-146451,NA,NA,NA,NA
Fis-159835,NA,NA,NA,NA
Fis-23036,LC,NA,Unknown,2015
Fis-23037,LC,NA,Unknown,2015
Fis-23072,NA,NA,NA,NA
Fis-29292,LC,NA,Unknown,2015
Fis-23019,LC,NA,Unknown,2015
Fis-29301,LC,NA,Decreasing,2015
Fis-23186,LC,NA,Unknown,2015
Fis-22978,LC,NA,Unknown,2010
Fis-23038,LC,NA,Unknown,2010
Fis-29563,LC,NA,Unknown,2015
Fis-22975,LC,NA,Unknown,2015
Fis-23218,NA,NA,NA,NA
Fis-23290,LC,NA,Unknown,2010
Fis-23291,LC,NA,Unknown,2015
Fis-23314,NA,NA,NA,NA
Fis-58684,LC,NA,Unknown,2015
Fis-23039,LC,NA,Unknown,2015
Fis-29360,LC,NA,Unknown,2015
Fis-29470,LC,NA,Unknown,2015
